game_id,round,player,position,card_played,cards_in_trick,position_in_trick,lead_suit,trump,team_scores,hand_before,legal_moves
00F4E7,6,E,EAST,35,[],0,♠,♣,"{""team1"":24,""team2"":33}","[7,22,29,32]","[7,22,29,32]"
00F4E7,6,N,NORTH,37,[35],1,♠,♣,"{""team1"":24,""team2"":33}","[1,5,6,25,37]",[37]
00F4E7,6,W,WEST,0,"[35,37]",2,♠,♣,"{""team1"":24,""team2"":33}","[0,9,10,17,24]","[0,9,10,17,24]"
00F4E7,6,S,SOUTH,21,"[35,37,0]",3,♠,♣,"{""team1"":24,""team2"":33}","[3,8,13,21,28]","[3,8,13,21,28]"
00F4E7,7,W,WEST,24,[],0,♥,♣,"{""team1"":24,""team2"":39}","[9,10,17,24]","[9,10,17,24]"
00F4E7,7,S,SOUTH,28,[24],1,♥,♣,"{""team1"":24,""team2"":39}","[3,8,13,28]",[28]
00F4E7,7,E,EAST,29,"[24,28]",2,♥,♣,"{""team1"":24,""team2"":39}","[7,22,32]",[22]
00F4E7,7,N,NORTH,25,"[24,28,29]",3,♥,♣,"{""team1"":24,""team2"":39}","[1,5,6,25]",[25]
00F4E7,8,E,EAST,7,[],0,♣,♣,"{""team1"":24,""team2"":62}","[7,22,32]","[7,22,32]"
00F4E7,8,N,NORTH,1,[7],1,♣,♣,"{""team1"":24,""team2"":62}","[1,5,6]","[1,5,6]"
00F4E7,8,W,WEST,9,"[7,1]",2,♣,♣,"{""team1"":24,""team2"":62}","[10,17]","[10,17]"
00F4E7,8,S,SOUTH,3,"[7,1,9]",3,♣,♣,"{""team1"":24,""team2"":62}","[3,8,13]","[3,8]"
00F4E7,9,W,WEST,10,[],0,♦,♣,"{""team1"":24,""team2"":77}","[10,17]","[10,17]"
00F4E7,9,S,SOUTH,13,[10],1,♦,♣,"{""team1"":24,""team2"":77}",[8],[8]
00F4E7,9,E,EAST,22,"[10,13]",2,♦,♣,"{""team1"":24,""team2"":77}","[22,32]","[22,32]"
00F4E7,9,N,NORTH,5,"[10,13,22]",3,♦,♣,"{""team1"":24,""team2"":77}","[5,6]","[5,6]"
00F4E7,10,N,NORTH,6,[],0,♣,♣,"{""team1"":26,""team2"":77}",[6],[6]
00F4E7,10,W,WEST,17,[6],1,♣,♣,"{""team1"":26,""team2"":77}",[],[]
00F4E7,10,S,SOUTH,8,"[6,17]",2,♣,♣,"{""team1"":26,""team2"":77}",[8],[8]
00F4E7,10,E,EAST,32,"[6,17,8]",3,♣,♣,"{""team1"":26,""team2"":77}",[],[]
