game_number,game_id,round_number,round_points,round_winner_team,team1_before,team2_before,team1_after,team2_after,cards_played_count,cards_played,round_actions
287,INPROC_7F068C,1,67,team2,0,0,53,67,4,?:Positions.SOUTH:3 | ?:Positions.EAST:5 | ?:Positions.NORTH:4 | ?:Positions.WEST:1,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""3"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [0, 2, 3, 6, 22, 23, 26, 30, 34, 35], ""legal_moves"": [0, 2, 3, 6, 22, 23, 26, 30, 34, 35]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""5"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""3"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [5, 8, 13, 15, 16, 17, 19, 20, 28, 39], ""legal_moves"": [5, 8]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""4"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""3"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [4, 7, 9, 10, 11, 21, 27, 33, 36, 37], ""legal_moves"": [4, 7, 9]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""1"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""3"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""4"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [1, 12, 14, 18, 24, 25, 29, 31, 32, 38], ""legal_moves"": [1]}]"
287,INPROC_7F068C,2,65,team2,0,2,53,67,4,?:Positions.EAST:17 | ?:Positions.NORTH:10 | ?:Positions.WEST:18 | ?:Positions.SOUTH:30,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""17"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [8, 13, 15, 16, 17, 19, 20, 28, 39], ""legal_moves"": [8, 13, 15, 16, 17, 19, 20, 28, 39]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""10"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""17"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [7, 9, 10, 11, 21, 27, 33, 36, 37], ""legal_moves"": [10, 11]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""18"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""17"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""10"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [12, 14, 18, 24, 25, 29, 31, 32, 38], ""legal_moves"": [12, 14, 18]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""30"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""17"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""10"", ""position"": ""Positions.NORTH""}, {""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""18"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [0, 2, 6, 22, 23, 26, 30, 34, 35], ""legal_moves"": [0, 2, 6, 22, 23, 26, 30, 34, 35]}]"
287,INPROC_7F068C,3,65,team2,14,2,53,67,4,?:Positions.SOUTH:23 | ?:Positions.EAST:20 | ?:Positions.NORTH:27 | ?:Positions.WEST:29,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""23"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [0, 2, 6, 22, 23, 26, 34, 35], ""legal_moves"": [0, 2, 6, 22, 23, 26, 34, 35]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""20"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""23"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [8, 13, 15, 16, 19, 20, 28, 39], ""legal_moves"": [20, 28]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""27"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""23"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""20"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [7, 9, 11, 21, 27, 33, 36, 37], ""legal_moves"": [21, 27]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""29"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""23"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""20"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""27"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [12, 14, 24, 25, 29, 31, 32, 38], ""legal_moves"": [24, 25, 29]}]"
287,INPROC_7F068C,4,50,team2,14,17,53,67,4,?:Positions.WEST:25 | ?:Positions.SOUTH:22 | ?:Positions.EAST:28 | ?:Positions.NORTH:21,"[{""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""25"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [12, 14, 24, 25, 31, 32, 38], ""legal_moves"": [12, 14, 24, 25, 31, 32, 38]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""22"", ""cards_in_trick"": [{""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""25"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 1, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [0, 2, 6, 22, 26, 34, 35], ""legal_moves"": [22, 26]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""28"", ""cards_in_trick"": [{""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""25"", ""position"": ""Positions.WEST""}, {""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""22"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [8, 13, 15, 16, 19, 28, 39], ""legal_moves"": [28]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""21"", ""cards_in_trick"": [{""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""25"", ""position"": ""Positions.WEST""}, {""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""22"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""28"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 3, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [7, 9, 11, 21, 33, 36, 37], ""legal_moves"": [21]}]"
287,INPROC_7F068C,5,39,team1,14,29,53,67,4,?:Positions.EAST:16 | ?:Positions.NORTH:11 | ?:Positions.WEST:12 | ?:Positions.SOUTH:0,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""16"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [8, 13, 15, 16, 19, 39], ""legal_moves"": [8, 13, 15, 16, 19, 39]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""11"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""16"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [7, 9, 11, 33, 36, 37], ""legal_moves"": [11]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""12"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""16"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""11"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [12, 14, 24, 31, 32, 38], ""legal_moves"": [12, 14]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""0"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""16"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""11"", ""position"": ""Positions.NORTH""}, {""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""12"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [0, 2, 6, 26, 34, 35], ""legal_moves"": [0, 2, 6, 26, 34, 35]}]"
287,INPROC_7F068C,6,39,team1,14,32,53,67,4,?:Positions.EAST:8 | ?:Positions.NORTH:7 | ?:Positions.WEST:24 | ?:Positions.SOUTH:2,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""8"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [8, 13, 15, 19, 39], ""legal_moves"": [8, 13, 15, 19, 39]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""7"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""8"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [7, 9, 33, 36, 37], ""legal_moves"": [7, 9]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""24"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""8"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""7"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [14, 24, 31, 32, 38], ""legal_moves"": [14, 24, 31, 32, 38]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""2"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""8"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""7"", ""position"": ""Positions.NORTH""}, {""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""24"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [2, 6, 26, 34, 35], ""legal_moves"": [2, 6]}]"
287,INPROC_7F068C,7,39,team1,14,46,53,67,4,?:Positions.EAST:15 | ?:Positions.NORTH:37 | ?:Positions.WEST:14 | ?:Positions.SOUTH:6,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""15"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [13, 15, 19, 39], ""legal_moves"": [13, 15, 19, 39]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""37"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""15"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [9, 33, 36, 37], ""legal_moves"": [9, 33, 36, 37]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""14"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""15"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""37"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [14, 31, 32, 38], ""legal_moves"": [14]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""6"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""15"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""37"", ""position"": ""Positions.NORTH""}, {""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""14"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [6, 26, 34, 35], ""legal_moves"": [6, 26, 34, 35]}]"
287,INPROC_7F068C,8,30,team1,23,46,53,67,4,?:Positions.NORTH:33 | ?:Positions.WEST:38 | ?:Positions.SOUTH:34 | ?:Positions.EAST:39,"[{""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""33"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [9, 33, 36], ""legal_moves"": [9, 33, 36]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""38"", ""cards_in_trick"": [{""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""33"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♠"", ""trump"": ""♠"", ""hand_before"": [31, 32, 38], ""legal_moves"": [31, 32, 38]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""34"", ""cards_in_trick"": [{""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""33"", ""position"": ""Positions.NORTH""}, {""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""38"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 2, ""lead_suit"": ""♠"", ""trump"": ""♠"", ""hand_before"": [26, 34, 35], ""legal_moves"": [34, 35]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""39"", ""cards_in_trick"": [{""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""33"", ""position"": ""Positions.NORTH""}, {""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""38"", ""position"": ""Positions.WEST""}, {""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""34"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♠"", ""trump"": ""♠"", ""hand_before"": [13, 19, 39], ""legal_moves"": [39]}]"
287,INPROC_7F068C,9,30,team1,23,67,53,67,4,?:Positions.EAST:19 | ?:Positions.NORTH:9 | ?:Positions.WEST:32 | ?:Positions.SOUTH:35,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""19"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [13, 19], ""legal_moves"": [13, 19]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""9"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""19"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [9, 36], ""legal_moves"": [9, 36]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""32"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""19"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""9"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [31, 32], ""legal_moves"": [31, 32]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""35"", ""cards_in_trick"": [{""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""19"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""9"", ""position"": ""Positions.NORTH""}, {""player_id"": ""d4bff702"", ""player_name"": ""Serana"", ""card"": ""32"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [26, 35], ""legal_moves"": [26, 35]}]"
287,INPROC_7F068C,10,6,team1,47,67,53,67,4,?:Positions.SOUTH:26 | ?:Positions.EAST:13 | ?:Positions.NORTH:36 | ?:Positions.WEST:31,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""26"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [26], ""legal_moves"": [26]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""13"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""26"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [13], ""legal_moves"": [13]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""36"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""26"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""13"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [36], ""legal_moves"": [36]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""31"", ""cards_in_trick"": [{""player_id"": ""3e5eae79"", ""player_name"": ""Ava"", ""card"": ""26"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""a726396f"", ""player_name"": ""Alyssa"", ""card"": ""13"", ""position"": ""Positions.EAST""}, {""player_id"": ""79586d97"", ""player_name"": ""Rita"", ""card"": ""36"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♥"", ""trump"": ""♠"", ""hand_before"": [31], ""legal_moves"": [31]}]"
288,INPROC_720135,1,60,,0,0,60,60,4,?:Positions.SOUTH:9 | ?:Positions.EAST:4 | ?:Positions.NORTH:8 | ?:Positions.WEST:6,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""9"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [0, 1, 9, 14, 18, 19, 21, 26, 37, 38], ""legal_moves"": [0, 1, 9, 14, 18, 19, 21, 26, 37, 38]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""4"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""9"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [4, 7, 12, 13, 20, 25, 27, 30, 34, 39], ""legal_moves"": [4, 7]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""8"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""9"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""53755fd3"", ""player_name"": ""Alyssa"", ""card"": ""4"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [2, 3, 5, 8, 16, 24, 28, 31, 33, 36], ""legal_moves"": [2, 3, 5, 8]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""6"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""9"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""53755fd3"", ""player_name"": ""Alyssa"", ""card"": ""4"", ""position"": ""Positions.EAST""}, {""player_id"": ""2a9734f4"", ""player_name"": ""Rita"", ""card"": ""8"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♠"", ""hand_before"": [6, 10, 11, 15, 17, 22, 23, 29, 32, 35], ""legal_moves"": [6]}]"
288,INPROC_720135,2,60,team2,24,0,60,60,4,?:Positions.SOUTH:19 | ?:Positions.EAST:12 | ?:Positions.NORTH:16 | ?:Positions.WEST:17,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""19"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [0, 1, 14, 18, 19, 21, 26, 37, 38], ""legal_moves"": [0, 1, 14, 18, 19, 21, 26, 37, 38]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""12"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""19"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [7, 12, 13, 20, 25, 27, 30, 34, 39], ""legal_moves"": [12, 13]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""16"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""19"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""53755fd3"", ""player_name"": ""Alyssa"", ""card"": ""12"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [2, 3, 5, 16, 24, 28, 31, 33, 36], ""legal_moves"": [16]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""17"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""19"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""53755fd3"", ""player_name"": ""Alyssa"", ""card"": ""12"", ""position"": ""Positions.EAST""}, {""player_id"": ""2a9734f4"", ""player_name"": ""Rita"", ""card"": ""16"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [10, 11, 15, 17, 22, 23, 29, 32, 35], ""legal_moves"": [10, 11, 15, 17]}]"
288,INPROC_720135,3,60,team2,42,0,60,60,4,?:Positions.SOUTH:14 | ?:Positions.EAST:13 | ?:Positions.NORTH:31 | ?:Positions.WEST:15,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""14"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♠"", ""hand_before"": [0, 1, 14, 18, 21, 26, 37, 38], ""legal_moves"": [0, 1, 14, 18, 21, 26, 37, 38]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""13"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""14"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [7, 13, 20, 25, 27, 30, 34, 39], ""legal_moves"": [13]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""31"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""14"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""53755fd3"", ""player_name"": ""Alyssa"", ""card"": ""13"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [2, 3, 5, 24, 28, 31, 33, 36], ""legal_moves"": [2, 3, 5, 24, 28, 31, 33, 36]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""15"", ""cards_in_trick"": [{""player_id"": ""92c08cc5"", ""player_name"": ""Ava"", ""card"": ""14"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""53755fd3"", ""player_name"": ""Alyssa"", ""card"": ""13"", ""position"": ""Positions.EAST""}, {""player_id"": ""2a9734f4"", ""player_name"": ""Rita"", ""card"": ""31"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♠"", ""hand_before"": [10, 11, 15, 22, 23, 29, 32, 35], ""legal_moves"": [10, 11, 15]}]"
