game_number,game_id,round_number,round_points,round_winner_team,team1_before,team2_before,team1_after,team2_after,cards_played_count,cards_played,round_actions
549,INPROC_B447DF,10,10,team2,94,16,94,26,4,?:Positions.EAST:5 | ?:Positions.NORTH:23 | ?:Positions.WEST:37 | ?:Positions.SOUTH:17,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""5"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♣"", ""hand_before"": [5], ""legal_moves"": [5]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""23"", ""cards_in_trick"": [{""player_id"": ""8a3da938"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♣"", ""hand_before"": [23], ""legal_moves"": [23]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""37"", ""cards_in_trick"": [{""player_id"": ""8a3da938"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}, {""player_id"": ""05d5a300"", ""player_name"": ""Rita"", ""card"": ""23"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♣"", ""hand_before"": [37], ""legal_moves"": [37]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""17"", ""cards_in_trick"": [{""player_id"": ""8a3da938"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}, {""player_id"": ""05d5a300"", ""player_name"": ""Rita"", ""card"": ""23"", ""position"": ""Positions.NORTH""}, {""player_id"": ""5b358e57"", ""player_name"": ""Serana"", ""card"": ""37"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♣"", ""hand_before"": [17], ""legal_moves"": [17]}]"
550,INPROC_0BFDC3,1,80,team2,0,0,40,80,4,?:Positions.SOUTH:4 | ?:Positions.EAST:2 | ?:Positions.NORTH:0 | ?:Positions.WEST:16,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""4"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [1, 3, 4, 10, 11, 19, 23, 25, 28, 36], ""legal_moves"": [1, 3, 4, 10, 11, 19, 23, 25, 28, 36]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""2"", ""cards_in_trick"": [{""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""4"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [2, 5, 6, 14, 15, 24, 27, 29, 30, 37], ""legal_moves"": [2, 5, 6]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""0"", ""cards_in_trick"": [{""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""4"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""2"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [0, 7, 8, 9, 12, 21, 22, 26, 34, 38], ""legal_moves"": [0, 7, 8, 9]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""16"", ""cards_in_trick"": [{""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""4"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""2"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""0"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [13, 16, 17, 18, 20, 31, 32, 33, 35, 39], ""legal_moves"": [13, 16, 17, 18, 20, 31, 32, 33, 35, 39]}]"
550,INPROC_0BFDC3,2,77,team2,0,3,40,80,4,?:Positions.WEST:20 | ?:Positions.SOUTH:23 | ?:Positions.EAST:24 | ?:Positions.NORTH:26,"[{""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""20"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [13, 17, 18, 20, 31, 32, 33, 35, 39], ""legal_moves"": [13, 17, 18, 20, 31, 32, 33, 35, 39]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""23"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""20"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 1, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [1, 3, 10, 11, 19, 23, 25, 28, 36], ""legal_moves"": [23, 25, 28]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""24"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""20"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""23"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [5, 6, 14, 15, 24, 27, 29, 30, 37], ""legal_moves"": [24, 27, 29]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""26"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""20"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""23"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""24"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 3, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [7, 8, 9, 12, 21, 22, 26, 34, 38], ""legal_moves"": [21, 22, 26]}]"
550,INPROC_0BFDC3,3,77,team2,3,3,40,80,4,?:Positions.NORTH:21 | ?:Positions.WEST:33 | ?:Positions.SOUTH:25 | ?:Positions.EAST:27,"[{""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""21"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [7, 8, 9, 12, 21, 22, 34, 38], ""legal_moves"": [7, 8, 9, 12, 21, 22, 34, 38]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""33"", ""cards_in_trick"": [{""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""21"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [13, 17, 18, 31, 32, 33, 35, 39], ""legal_moves"": [13, 17, 18, 31, 32, 33, 35, 39]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""25"", ""cards_in_trick"": [{""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""21"", ""position"": ""Positions.NORTH""}, {""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""33"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 2, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [1, 3, 10, 11, 19, 25, 28, 36], ""legal_moves"": [25, 28]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""27"", ""cards_in_trick"": [{""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""21"", ""position"": ""Positions.NORTH""}, {""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""33"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""25"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [5, 6, 14, 15, 27, 29, 30, 37], ""legal_moves"": [27, 29]}]"
550,INPROC_0BFDC3,4,71,team2,3,9,40,80,4,?:Positions.EAST:6 | ?:Positions.NORTH:7 | ?:Positions.WEST:18 | ?:Positions.SOUTH:1,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""6"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [5, 6, 14, 15, 29, 30, 37], ""legal_moves"": [5, 6, 14, 15, 29, 30, 37]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""7"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""6"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [7, 8, 9, 12, 22, 34, 38], ""legal_moves"": [7, 8, 9]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""18"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""6"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""7"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [13, 17, 18, 31, 32, 35, 39], ""legal_moves"": [13, 17, 18, 31, 32, 35, 39]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""1"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""6"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""7"", ""position"": ""Positions.NORTH""}, {""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""18"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [1, 3, 10, 11, 19, 28, 36], ""legal_moves"": [1, 3]}]"
550,INPROC_0BFDC3,5,54,team2,3,26,40,80,4,?:Positions.WEST:39 | ?:Positions.SOUTH:36 | ?:Positions.EAST:30 | ?:Positions.NORTH:34,"[{""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""39"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [13, 17, 31, 32, 35, 39], ""legal_moves"": [13, 17, 31, 32, 35, 39]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""36"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""39"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 1, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [3, 10, 11, 19, 28, 36], ""legal_moves"": [36]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""30"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""39"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""36"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [5, 14, 15, 29, 30, 37], ""legal_moves"": [30, 37]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""34"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""39"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""36"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""30"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 3, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [8, 9, 12, 22, 34, 38], ""legal_moves"": [34, 38]}]"
550,INPROC_0BFDC3,6,40,team2,3,40,40,80,4,?:Positions.WEST:31 | ?:Positions.SOUTH:10 | ?:Positions.EAST:37 | ?:Positions.NORTH:38,"[{""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""31"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [13, 17, 31, 32, 35], ""legal_moves"": [13, 17, 31, 32, 35]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""10"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""31"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 1, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [3, 10, 11, 19, 28], ""legal_moves"": [3, 10, 11, 19, 28]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""37"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""31"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""10"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [5, 14, 15, 29, 37], ""legal_moves"": [37]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""38"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""31"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""10"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""37"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 3, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [8, 9, 12, 22, 38], ""legal_moves"": [38]}]"
550,INPROC_0BFDC3,7,40,team2,17,40,40,80,4,?:Positions.SOUTH:28 | ?:Positions.EAST:29 | ?:Positions.NORTH:22 | ?:Positions.WEST:32,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""28"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [3, 11, 19, 28], ""legal_moves"": [3, 11, 19, 28]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""29"", ""cards_in_trick"": [{""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""28"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [5, 14, 15, 29], ""legal_moves"": [29]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""22"", ""cards_in_trick"": [{""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""28"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""29"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [8, 9, 12, 22], ""legal_moves"": [22]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""32"", ""cards_in_trick"": [{""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""28"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""29"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""22"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♥"", ""trump"": ""♦"", ""hand_before"": [13, 17, 32, 35], ""legal_moves"": [13, 17, 32, 35]}]"
550,INPROC_0BFDC3,8,23,team1,17,61,40,80,4,?:Positions.EAST:15 | ?:Positions.NORTH:12 | ?:Positions.WEST:17 | ?:Positions.SOUTH:11,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""15"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [5, 14, 15], ""legal_moves"": [5, 14, 15]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""12"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""15"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♦"", ""hand_before"": [8, 9, 12], ""legal_moves"": [12]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""17"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""15"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""12"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♦"", ""hand_before"": [13, 17, 35], ""legal_moves"": [13, 17]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""11"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""15"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""12"", ""position"": ""Positions.NORTH""}, {""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""17"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♦"", ""hand_before"": [3, 11, 19], ""legal_moves"": [11, 19]}]"
550,INPROC_0BFDC3,9,23,team1,17,67,40,80,4,?:Positions.WEST:35 | ?:Positions.SOUTH:3 | ?:Positions.EAST:14 | ?:Positions.NORTH:9,"[{""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""35"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [13, 35], ""legal_moves"": [13, 35]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""3"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""35"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 1, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [3, 19], ""legal_moves"": [3, 19]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""14"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""35"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""3"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [5, 14], ""legal_moves"": [5, 14]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""9"", ""cards_in_trick"": [{""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""35"", ""position"": ""Positions.WEST""}, {""player_id"": ""02ea1a00"", ""player_name"": ""Ava"", ""card"": ""3"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""14"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 3, ""lead_suit"": ""♠"", ""trump"": ""♦"", ""hand_before"": [8, 9], ""legal_moves"": [8, 9]}]"
550,INPROC_0BFDC3,10,23,team1,17,80,40,80,4,?:Positions.EAST:5 | ?:Positions.NORTH:8 | ?:Positions.WEST:13 | ?:Positions.SOUTH:19,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""5"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♦"", ""hand_before"": [5], ""legal_moves"": [5]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""8"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [8], ""legal_moves"": [8]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""13"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""8"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [13], ""legal_moves"": [13]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""19"", ""cards_in_trick"": [{""player_id"": ""8fbe3309"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}, {""player_id"": ""de59b8a6"", ""player_name"": ""Rita"", ""card"": ""8"", ""position"": ""Positions.NORTH""}, {""player_id"": ""7315e799"", ""player_name"": ""Serana"", ""card"": ""13"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♦"", ""hand_before"": [19], ""legal_moves"": [19]}]"
551,INPROC_D17A0B,1,62,team1,0,0,62,58,4,?:Positions.SOUTH:13 | ?:Positions.EAST:10 | ?:Positions.NORTH:15 | ?:Positions.WEST:16,"[{""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""13"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♣"", ""hand_before"": [4, 6, 7, 11, 13, 17, 20, 21, 27, 38], ""legal_moves"": [4, 6, 7, 11, 13, 17, 20, 21, 27, 38]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""10"", ""cards_in_trick"": [{""player_id"": ""7190e0cb"", ""player_name"": ""Ava"", ""card"": ""13"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 1, ""lead_suit"": ""♦"", ""trump"": ""♣"", ""hand_before"": [5, 10, 12, 18, 26, 29, 31, 33, 35, 39], ""legal_moves"": [10, 12, 18]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""15"", ""cards_in_trick"": [{""player_id"": ""7190e0cb"", ""player_name"": ""Ava"", ""card"": ""13"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""3ad271df"", ""player_name"": ""Alyssa"", ""card"": ""10"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 2, ""lead_suit"": ""♦"", ""trump"": ""♣"", ""hand_before"": [2, 9, 15, 19, 23, 24, 25, 32, 34, 36], ""legal_moves"": [15, 19]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""16"", ""cards_in_trick"": [{""player_id"": ""7190e0cb"", ""player_name"": ""Ava"", ""card"": ""13"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""3ad271df"", ""player_name"": ""Alyssa"", ""card"": ""10"", ""position"": ""Positions.EAST""}, {""player_id"": ""574af5c9"", ""player_name"": ""Rita"", ""card"": ""15"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 3, ""lead_suit"": ""♦"", ""trump"": ""♣"", ""hand_before"": [0, 1, 3, 8, 14, 16, 22, 28, 30, 37], ""legal_moves"": [14, 16]}]"
551,INPROC_D17A0B,2,62,team1,0,5,62,58,4,?:Positions.WEST:1 | ?:Positions.SOUTH:4 | ?:Positions.EAST:5 | ?:Positions.NORTH:2,"[{""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""1"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♣"", ""hand_before"": [0, 1, 3, 8, 14, 22, 28, 30, 37], ""legal_moves"": [0, 1, 3, 8, 14, 22, 28, 30, 37]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""4"", ""cards_in_trick"": [{""player_id"": ""c6b1bd2c"", ""player_name"": ""Serana"", ""card"": ""1"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 1, ""lead_suit"": ""♣"", ""trump"": ""♣"", ""hand_before"": [4, 6, 7, 11, 17, 20, 21, 27, 38], ""legal_moves"": [4, 6, 7]}, {""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""5"", ""cards_in_trick"": [{""player_id"": ""c6b1bd2c"", ""player_name"": ""Serana"", ""card"": ""1"", ""position"": ""Positions.WEST""}, {""player_id"": ""7190e0cb"", ""player_name"": ""Ava"", ""card"": ""4"", ""position"": ""Positions.SOUTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♣"", ""trump"": ""♣"", ""hand_before"": [5, 12, 18, 26, 29, 31, 33, 35, 39], ""legal_moves"": [5]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""2"", ""cards_in_trick"": [{""player_id"": ""c6b1bd2c"", ""player_name"": ""Serana"", ""card"": ""1"", ""position"": ""Positions.WEST""}, {""player_id"": ""7190e0cb"", ""player_name"": ""Ava"", ""card"": ""4"", ""position"": ""Positions.SOUTH""}, {""player_id"": ""3ad271df"", ""player_name"": ""Alyssa"", ""card"": ""5"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 3, ""lead_suit"": ""♣"", ""trump"": ""♣"", ""hand_before"": [2, 9, 19, 23, 24, 25, 32, 34, 36], ""legal_moves"": [2, 9]}]"
551,INPROC_D17A0B,3,62,team1,0,7,62,58,4,?:Positions.EAST:26 | ?:Positions.NORTH:24 | ?:Positions.WEST:22 | ?:Positions.SOUTH:20,"[{""player"": ""Alyssa"", ""position"": ""Positions.EAST"", ""card"": ""26"", ""cards_in_trick"": [], ""position_in_trick"": 0, ""lead_suit"": null, ""trump"": ""♣"", ""hand_before"": [12, 18, 26, 29, 31, 33, 35, 39], ""legal_moves"": [12, 18, 26, 29, 31, 33, 35, 39]}, {""player"": ""Rita"", ""position"": ""Positions.NORTH"", ""card"": ""24"", ""cards_in_trick"": [{""player_id"": ""3ad271df"", ""player_name"": ""Alyssa"", ""card"": ""26"", ""position"": ""Positions.EAST""}], ""position_in_trick"": 1, ""lead_suit"": ""♥"", ""trump"": ""♣"", ""hand_before"": [9, 19, 23, 24, 25, 32, 34, 36], ""legal_moves"": [23, 24, 25]}, {""player"": ""Serana"", ""position"": ""Positions.WEST"", ""card"": ""22"", ""cards_in_trick"": [{""player_id"": ""3ad271df"", ""player_name"": ""Alyssa"", ""card"": ""26"", ""position"": ""Positions.EAST""}, {""player_id"": ""574af5c9"", ""player_name"": ""Rita"", ""card"": ""24"", ""position"": ""Positions.NORTH""}], ""position_in_trick"": 2, ""lead_suit"": ""♥"", ""trump"": ""♣"", ""hand_before"": [0, 3, 8, 14, 22, 28, 30, 37], ""legal_moves"": [22, 28]}, {""player"": ""Ava"", ""position"": ""Positions.SOUTH"", ""card"": ""20"", ""cards_in_trick"": [{""player_id"": ""3ad271df"", ""player_name"": ""Alyssa"", ""card"": ""26"", ""position"": ""Positions.EAST""}, {""player_id"": ""574af5c9"", ""player_name"": ""Rita"", ""card"": ""24"", ""position"": ""Positions.NORTH""}, {""player_id"": ""c6b1bd2c"", ""player_name"": ""Serana"", ""card"": ""22"", ""position"": ""Positions.WEST""}], ""position_in_trick"": 3, ""lead_suit"": ""♥"", ""trump"": ""♣"", ""hand_before"": [6, 7, 11, 17, 20, 21, 27, 38], ""legal_moves"": [20, 21, 27]}]"
