round,player_name,position,card,player_id,timestamp
6,Ava,SOUTH,21,25102457,1776952758.4661927
6,Alyssa,EAST,1,8d3094de,1776952758.4661927
6,Rita,NORTH,6,9666a52b,1776952758.5492623
6,Serana,WEST,27,21a1c6c8,1776952758.5492623
6,Ava,SOUTH,21,25102457,1776952758.5492623
6,Alyssa,EAST,1,8d3094de,1776952758.5492623
6,Rita,NORTH,6,9666a52b,1776952758.6267617
6,Serana,WEST,27,21a1c6c8,1776952758.6267617
6,Ava,SOUTH,21,25102457,1776952758.6267617
6,Alyssa,EAST,1,8d3094de,1776952758.6267617
6,Rita,NORTH,6,9666a52b,1776952758.7056978
6,Serana,WEST,27,21a1c6c8,1776952758.7056978
6,Ava,SOUTH,21,25102457,1776952758.7056978
6,Alyssa,EAST,1,8d3094de,1776952758.7056978
6,Rita,NORTH,6,9666a52b,1776952758.7791793
6,Serana,WEST,27,21a1c6c8,1776952758.7791793
6,Ava,SOUTH,21,25102457,1776952758.7791793
6,Alyssa,EAST,1,8d3094de,1776952758.7791793
6,Rita,NORTH,6,9666a52b,1776952758.8570342
6,Serana,WEST,27,21a1c6c8,1776952758.8570342
6,Ava,SOUTH,21,25102457,1776952758.8570342
6,Alyssa,EAST,1,8d3094de,1776952758.8570342
6,Rita,NORTH,6,9666a52b,1776952758.9336178
6,Serana,WEST,27,21a1c6c8,1776952758.9336178
6,Ava,SOUTH,21,25102457,1776952758.9336178
6,Alyssa,EAST,1,8d3094de,1776952758.9336178
6,Rita,NORTH,6,9666a52b,1776952759.0050855
6,Serana,WEST,27,21a1c6c8,1776952759.0050855
6,Ava,SOUTH,21,25102457,1776952759.0050855
6,Alyssa,EAST,1,8d3094de,1776952759.0050855
6,Rita,NORTH,6,9666a52b,1776952759.07619
6,Serana,WEST,27,21a1c6c8,1776952759.07619
6,Ava,SOUTH,21,25102457,1776952759.07619
