game_number,game_id,match_number,rounds_played,winner_team,winner_label,team1_score,team2_score,trump_card,trump_suit,phase,finished_at
130,INPROC_3B2781,1,10,team2,Team 2 (E/W),43,77,27,♥,finished,2026-05-18T16:33:20.991687+00:00
131,INPROC_D18EC1,1,10,team1,Team 1 (N/S),80,40,15,♦,finished,2026-05-18T16:33:21.008832+00:00
132,INPROC_9452F9,1,10,team2,Team 2 (E/W),20,100,29,♥,finished,2026-05-18T16:33:21.023182+00:00
133,INPROC_269D99,1,10,team1,Team 1 (N/S),89,31,7,♣,finished,2026-05-18T16:33:21.040644+00:00
134,INPROC_DAD957,1,10,team2,Team 2 (E/W),5,115,29,♥,finished,2026-05-18T16:33:21.057489+00:00
135,INPROC_268E47,1,10,team1,Team 1 (N/S),63,57,27,♥,finished,2026-05-18T16:33:21.071631+00:00
136,INPROC_3A79B4,1,10,team2,Team 2 (E/W),58,62,27,♥,finished,2026-05-18T16:33:21.080093+00:00
137,INPROC_C3600E,1,10,team2,Team 2 (E/W),59,61,23,♥,finished,2026-05-18T16:33:21.089202+00:00
138,INPROC_117FD9,1,10,team1,Team 1 (N/S),67,53,26,♥,finished,2026-05-18T16:33:21.098465+00:00
139,INPROC_367764,1,10,team2,Team 2 (E/W),42,78,31,♠,finished,2026-05-18T16:33:21.112959+00:00
140,INPROC_50E281,1,10,team1,Team 1 (N/S),68,52,9,♣,finished,2026-05-18T16:33:21.125254+00:00
141,INPROC_4D1848,1,10,team1,Team 1 (N/S),78,42,18,♦,finished,2026-05-18T16:33:21.137358+00:00
142,INPROC_80D1D6,1,10,team2,Team 2 (E/W),44,76,25,♥,finished,2026-05-18T16:33:21.150897+00:00
143,INPROC_7ABB7B,1,10,team1,Team 1 (N/S),78,42,36,♠,finished,2026-05-18T16:33:21.167046+00:00
144,INPROC_4A6478,1,10,team2,Team 2 (E/W),40,80,27,♥,finished,2026-05-18T16:33:21.180866+00:00
145,INPROC_A40AE8,1,10,team1,Team 1 (N/S),66,54,0,♣,finished,2026-05-18T16:33:21.198957+00:00
146,INPROC_A24C46,1,10,team1,Team 1 (N/S),89,31,2,♣,finished,2026-05-18T16:33:21.217624+00:00
147,INPROC_4E9DDB,1,10,team1,Team 1 (N/S),70,50,17,♦,finished,2026-05-18T16:33:21.233423+00:00
148,INPROC_CFD95A,1,10,team1,Team 1 (N/S),86,34,28,♥,finished,2026-05-18T16:33:21.248298+00:00
149,INPROC_E91AF7,1,10,team2,Team 2 (E/W),56,64,15,♦,finished,2026-05-18T16:33:21.257706+00:00
150,INPROC_4A9D54,1,10,team1,Team 1 (N/S),75,45,9,♣,finished,2026-05-18T16:33:21.267750+00:00
151,INPROC_587444,1,10,team1,Team 1 (N/S),68,52,20,♥,finished,2026-05-18T16:33:21.282682+00:00
152,INPROC_98CE9C,1,10,team1,Team 1 (N/S),88,32,23,♥,finished,2026-05-18T16:33:21.295327+00:00
153,INPROC_644A9D,1,10,team1,Team 1 (N/S),99,21,17,♦,finished,2026-05-18T16:33:21.314043+00:00
154,INPROC_5FFF24,1,10,team1,Team 1 (N/S),71,49,30,♠,finished,2026-05-18T16:33:21.330442+00:00
155,INPROC_476106,1,10,team1,Team 1 (N/S),94,26,23,♥,finished,2026-05-18T16:33:21.346317+00:00
156,INPROC_3A3C22,1,10,team2,Team 2 (E/W),57,63,8,♣,finished,2026-05-18T16:33:21.359050+00:00
157,INPROC_E64460,1,10,team1,Team 1 (N/S),64,56,34,♠,finished,2026-05-18T16:33:21.368012+00:00
158,INPROC_4EDB86,1,10,team1,Team 1 (N/S),90,30,0,♣,finished,2026-05-18T16:33:21.378825+00:00
159,INPROC_A97BE8,1,10,team2,Team 2 (E/W),41,79,8,♣,finished,2026-05-18T16:33:21.387466+00:00
160,INPROC_9C74DE,1,10,team2,Team 2 (E/W),48,72,13,♦,finished,2026-05-18T16:33:21.397237+00:00
161,INPROC_B80C45,1,10,team1,Team 1 (N/S),103,17,33,♠,finished,2026-05-18T16:33:21.407081+00:00
162,INPROC_63920D,1,10,team1,Team 1 (N/S),86,34,13,♦,finished,2026-05-18T16:33:21.415428+00:00
163,INPROC_74D4B6,1,10,team1,Team 1 (N/S),88,32,29,♥,finished,2026-05-18T16:33:21.424956+00:00
164,INPROC_6A7595,1,10,team1,Team 1 (N/S),99,21,14,♦,finished,2026-05-18T16:33:21.433120+00:00
165,INPROC_6836F7,1,10,team1,Team 1 (N/S),62,58,15,♦,finished,2026-05-18T16:33:21.442738+00:00
166,INPROC_02D314,1,10,team1,Team 1 (N/S),87,33,10,♦,finished,2026-05-18T16:33:21.451190+00:00
167,INPROC_442736,1,10,team1,Team 1 (N/S),67,53,16,♦,finished,2026-05-18T16:33:21.463431+00:00
168,INPROC_DA6325,1,10,team1,Team 1 (N/S),92,28,31,♠,finished,2026-05-18T16:33:21.476816+00:00
169,INPROC_111548,1,10,team1,Team 1 (N/S),88,32,6,♣,finished,2026-05-18T16:33:21.490534+00:00
